strategy_name,strategy_type,n_trades,notional_usd,total_premium_paid_usd,total_tx_cost_usd,total_payout_usd,total_pnl_usd,max_drawdown_usd,win_rate_pct,premium_recovery_pct,sharpe_monthly,annual_sharpe_mean,annual_sharpe_min,annual_sharpe_std,annual_sharpe_cv,annual_sharpe_score,n_years,pct_positive_years,min_annual_pnl_usd,calmar,gain_to_pain,ulcer_index,feasibility_pct,ko_rate_pct,leg_a_ko_rate_pct,leg_b_ko_rate_pct,both_survive_rate_pct,structure_vs_min_leg_pct,basket_n_pairs,basket_pairs,trade_mode
BASKET  Call-UO  1M  40Δ/H@20Δ,eko_basket,3281,10000000.0,32350816.652990818,6562000.0,33569049.55122511,1218232.8982342887,-3552358.9711550144,22.340749771411154,103.76569442218909,0.17818673465078866,-0.3839782486431213,-2.6168726555428563,1.4415747889978148,-3.754313672954036,-1.8255530376409361,4,25.0,-1364360.6570612474,0.10525839443145742,1.1409146410641964,13.796825346197691,100.0,17.677537336177995,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  40Δ/H@5Δ,eko_basket,3281,10000000.0,96274288.13218257,6562000.0,98736588.48819879,2462300.356016227,-13273231.84539474,30.47851264858275,102.55758874335747,0.10954354429844365,-0.13272434687144197,-1.5393296242608134,0.8688791100649431,-6.546493771082916,-1.001603456936385,4,50.0,-3535361.327489401,0.05693870831934244,1.0826190308332462,53.61287358118607,100.0,2.560195062480951,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  40Δ/H@10Δ,eko_basket,3281,10000000.0,68839552.88368599,6562000.0,75081726.68976489,6242173.806078899,-8731117.331683237,29.228893629990853,109.06771404605998,0.38318373904228487,0.06040691613493698,-1.6541939162992074,1.0603797442879963,17.553946007098258,-0.9999728281530593,4,75.0,-2547262.3422105736,0.2194367162582059,1.3240784879046745,29.32450221946638,100.0,6.8271868332825365,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  40Δ/H@15Δ,eko_basket,3281,10000000.0,48108896.14433825,6562000.0,54176556.77684713,6067660.632508872,-5478483.144443698,26.63822005486132,112.61234640326067,0.5267272139706689,-0.09546888147985033,-2.836106599477397,1.6721271195474916,-17.514891696939078,-1.767596001027342,4,75.0,-2444408.544559523,0.3399415230674853,1.4455132148112533,20.11351167189344,100.0,11.520877781164279,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  40Δ/H@25Δ,eko_basket,3281,10000000.0,20723552.3047979,6562000.0,19618536.141860638,-1105016.162937262,-2522101.188746703,17.98232246266382,94.66782457618798,-0.26351431537582837,-0.9304606241008482,-2.494913690008695,1.3407510845743824,-1.440954135882987,-2.2712117086752306,4,25.0,-1493060.9540034016,-0.13447742570130974,0.8142399020450394,11.899227383903394,100.0,23.4989332520573,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  35Δ/H@20Δ,eko_basket,3281,10000000.0,21677196.353331,6562000.0,19260554.692485217,-2416641.6608457817,-2724719.1513896277,16.549832368180432,88.85168717644414,-0.5869396956810771,-1.0955646738316147,-3.2576463630328423,1.3762260515227056,-1.2561796527351592,-2.47179072535432,4,25.0,-1176178.367676711,-0.27222861710221685,0.660003228887556,13.525090545264131,100.0,17.677537336177995,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  35Δ/H@5Δ,eko_basket,3281,10000000.0,76530610.47800657,6562000.0,74772868.4145956,-1757742.0634109597,-12059435.358222956,26.150563852483998,97.70321698411631,-0.09656901204514916,-0.3166604276193443,-1.588681318878373,0.7832677201241842,-2.473525744952716,-1.0999281477435285,4,50.0,-3000565.5447654673,-0.0447374715239562,0.9334045717655953,54.803655789469765,100.0,2.560195062480951,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  35Δ/H@10Δ,eko_basket,3281,10000000.0,52106424.24254078,6562000.0,53766868.239196144,1660443.9966553606,-6904623.2569349045,24.474245656811945,103.18663969134872,0.13323454020933823,-0.16460924494197865,-1.7506857138219865,0.956801988740702,-5.812565321455395,-1.1214112336826807,4,75.0,-2124110.5191422547,0.07381209104698726,1.105655234960659,26.625843281916968,100.0,6.8271868332825365,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  35Δ/H@15Δ,eko_basket,3281,10000000.0,34400324.26488404,6562000.0,35922001.827546984,1521677.5626629458,-4122372.98300069,21.578786955196584,104.42343959012119,0.18715082014249423,-0.42538595922633243,-3.1941590623366545,1.6689039952908118,-3.9232700541553336,-2.0942899545171443,4,50.0,-2033444.9915545275,0.11329705390856784,1.1403105037837362,17.968045764838383,100.0,11.520877781164279,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  35Δ/H@25Δ,eko_basket,3281,10000000.0,13093521.904119413,6562000.0,8962503.064751437,-4131018.839367977,-4131116.4992979127,12.008533983541604,68.44990316877006,-1.9890432176983694,-2.7430649969161633,-4.535064816728513,1.579826185250306,-0.5759346523055029,-4.322891182166469,4,0.0,-1843383.704919772,-0.30692551719353145,0.25071782983843344,21.867978791148023,100.0,23.4989332520573,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  30Δ/H@20Δ,eko_basket,3281,10000000.0,13646633.623249914,6562000.0,8729481.535636319,-4917152.087613597,-4906525.165937607,10.880829015544041,63.96802154022666,-2.460464923077387,-2.8481961261129856,-4.711593675562898,1.1835176771321432,-0.4155323667079498,-4.031713803245129,4,0.0,-1568520.8111904315,-0.3075975512219234,0.18248634570528882,26.887611686619795,100.0,17.677537336177995,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  30Δ/H@5Δ,eko_basket,3281,10000000.0,58924657.66796549,6562000.0,54048326.376537904,-4876331.291427579,-11788201.981936371,21.761658031088082,91.7244639435918,-0.34436622653215654,-0.5455958306591184,-1.6759464449189967,0.709743753476767,-1.3008599288952525,-1.2553395841358854,4,25.0,-2477008.2723842626,-0.1269664269555884,0.7841311199130537,59.667963219817906,100.0,2.560195062480951,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  30Δ/H@10Δ,eko_basket,3281,10000000.0,37678747.98288949,6562000.0,35838509.85561176,-1840238.127277732,-5339279.773065307,19.597683633038706,95.11597856671507,-0.20505011106955812,-0.4904852844091376,-1.9345799802901142,0.8482256836607175,-1.7293601064556532,-1.338710968069855,4,25.0,-1704824.4922695772,-0.10578756229184155,0.8570841385160516,24.198598840364397,100.0,6.8271868332825365,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  30Δ/H@15Δ,eko_basket,3281,10000000.0,23165716.41762014,6562000.0,21224774.190419063,-1940942.2272010804,-3548452.9850440915,16.30600426699177,91.62148844347946,-0.37539531201001003,-1.0083318979762244,-3.910665979226736,1.7202090270176849,-1.7059948519631638,-2.728540924993909,4,25.0,-1627051.8902190416,-0.16788690247568744,0.7632292280754156,16.36574025256313,100.0,11.520877781164279,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  30Δ/H@25Δ,eko_basket,3281,10000000.0,8276126.180292945,6562000.0,2287553.4914992414,-5988572.688793704,-5962232.723966881,5.54708930204206,27.640389255378295,-9.144801904208068,-10.10174941943625,-17.072354243116585,4.391475633359426,-0.43472426913599904,-14.493225052795676,4,0.0,-2000879.353768412,-0.30828874138860946,0.003978846403894123,34.01377172119078,100.0,23.4989332520573,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  25Δ/H@20Δ,eko_basket,3281,10000000.0,8458193.188191984,6562000.0,2272211.8737877645,-6185981.31440422,-6155748.121072246,5.333739713501981,26.864033762670186,-9.246163792075679,-9.09969687300185,-11.609165167703692,1.7876111863063027,-0.19644733349415378,-10.887308059308152,4,0.0,-1843820.1761881728,-0.30844023535214554,0.0,35.136815679472164,100.0,17.677537336177995,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  25Δ/H@5Δ,eko_basket,3281,10000000.0,43382614.33380056,6562000.0,36568784.358034045,-6813829.9757665135,-10898888.10257978,17.433709234989333,84.29363909851399,-0.6581158893907736,-0.832732515143723,-1.7970795549855765,0.6557490131235016,-0.7874665648312347,-1.4884815282672248,4,25.0,-2845192.3192343917,-0.19189000843690396,0.6335916036227534,59.970248364878366,100.0,2.560195062480951,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  25Δ/H@10Δ,eko_basket,3281,10000000.0,25573282.778597906,6562000.0,21382105.525740538,-4191177.2528573694,-5662449.421850768,14.568729046022554,83.61110973064069,-0.7162104083812999,-0.9979736069259881,-2.2466617573293086,0.7335800732896277,-0.7350696132628601,-1.7315536802156157,4,0.0,-1291606.0437714239,-0.22718254256678777,0.5974100649636951,31.036050193250386,100.0,6.8271868332825365,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  1M  25Δ/H@15Δ,eko_basket,3281,10000000.0,14512827.613081576,6562000.0,10262474.942475013,-4250352.670606564,-4768122.1926,10.911307528192623,70.71313196902179,-1.5488228333492706,-2.2018626139750817,-5.2219639289413715,1.7609519446399107,-0.7997555948601247,-3.9628145586149923,4,0.0,-1412698.770712837,-0.27360299908131863,0.3459867862934507,24.47906555074404,100.0,11.520877781164279,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  ATM/H@20Δ,eko_basket,3254,10000000.0,69868377.40199122,6508000.0,96009292.26895732,26140914.86696609,-4445766.57355722,35.86355255070682,137.41451546321596,1.648323454659153,1.6390308553768969,1.3111386838838166,0.23998238045471437,0.14641724386544888,1.3990484749221825,4,100.0,1931911.1477704342,1.8200459133775613,3.255674021707773,12.41411382013568,100.0,16.56422864167179,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  ATM/H@5Δ,eko_basket,3254,10000000.0,164412079.99172956,6508000.0,183986105.58808047,19574025.596350923,-19200658.778625924,40.59618930547019,111.90546679862913,0.5056051971906542,0.15394443965855997,-1.278237080947485,0.8649029709785258,5.61828002944979,-0.7109585313199658,4,75.0,-2658918.7593207154,0.31555294629300257,1.4283373716949548,67.88505813657072,100.0,2.858020897357099,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  ATM/H@10Δ,eko_basket,3254,10000000.0,125774192.50293776,6508000.0,155428952.46054924,29654759.957611457,-13160840.102756018,40.381069452980945,123.57777805404618,0.9579325405512383,0.7159459321292386,-0.28858756347706727,0.6137459337764063,0.8572517926753389,0.10219999835283233,4,75.0,-470950.44178100873,0.6974595376368715,2.0108232698922466,38.44119715029135,100.0,6.453595574677321,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  ATM/H@15Δ,eko_basket,3254,10000000.0,94928963.44528355,6508000.0,127655295.8397996,32726332.394516036,-7886331.065037906,39.21327596803933,134.4745493964856,1.3626546620165796,1.1678910562777967,0.44552632406227816,0.502013985912915,0.42984658818510985,0.6658770703648816,4,100.0,564635.2476744987,1.2844894742259731,2.7571766378731124,23.381050316615752,100.0,10.57160417947142,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  ATM/H@25Δ,eko_basket,3254,10000000.0,49616280.88894713,6508000.0,67134041.2348085,17517760.345861375,-3203461.714934362,31.28457283343577,135.30647608407054,1.5003483102352115,1.5889237210213274,0.8468383117166549,0.5124493761109982,0.32251351611870094,1.0764743449103293,4,100.0,1287359.4702909018,1.6926503676163986,3.2307642879256737,8.307975765862675,100.0,23.325138291333744,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  45Δ/H@20Δ,eko_basket,3254,10000000.0,52256405.55633056,6508000.0,69448826.71803421,17192421.16170364,-3946679.383512078,31.161647203441916,132.90012196336548,1.3823332455205908,1.2948620023029314,1.02525486333503,0.24847005277687928,0.1918892147078002,1.046391949526052,4,100.0,994233.2889409023,1.34838344500874,2.6945158036678367,11.317509033052536,100.0,16.56422864167179,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  45Δ/H@5Δ,eko_basket,3254,10000000.0,137278066.67375025,6508000.0,148140528.18782896,10862461.514078721,-17340766.140273184,36.53964351567302,107.91274365765511,0.32371835328939813,-0.06854387248282406,-1.6628706869363932,0.9489665855321383,-13.84465964875173,-1.0175104580149623,4,75.0,-3135627.9794686595,0.19389570394083935,1.2543112894067154,66.62131447200215,100.0,2.858020897357099,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  45Δ/H@10Δ,eko_basket,3254,10000000.0,101798445.2738196,6508000.0,121964471.64569205,20166026.371872447,-11831026.502297264,36.754763368162266,119.80975870272816,0.767672986712173,0.4633094183104728,-0.7804425311022364,0.7369077317003717,1.5905304372779991,-0.27359831338989893,4,75.0,-1127421.9804048552,0.5276016206198819,1.7437037018558423,35.89287251562685,100.0,6.453595574677321,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  45Δ/H@15Δ,eko_basket,3254,10000000.0,74128707.3826085,6508000.0,97045728.92366585,22917021.541057356,-7029895.632538775,35.03380454824831,130.91517760153738,1.1517585224495261,0.8727736873794524,-0.1826732163006805,0.6640666623804976,0.7608692516549069,0.20870702499895477,4,75.0,-197927.02099248988,1.0090612131297472,2.3919406790254016,21.77577783238812,100.0,10.57160417947142,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  45Δ/H@25Δ,eko_basket,3254,10000000.0,35203231.66358307,6508000.0,45178025.04283446,9974793.379251387,-2683027.881354876,25.99877074370006,128.3348798047143,1.1545710638741045,1.1058012533984782,0.53843321709176,0.47383034269820473,0.42849503131053046,0.6319709107002736,4,100.0,465042.70283302455,1.1507657825412858,2.445352761561495,7.0072698274858585,100.0,23.325138291333744,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  40Δ/H@20Δ,eko_basket,3254,10000000.0,36707898.68930477,6508000.0,45658447.62532842,8950548.936023649,-3239828.3504449055,26.18315918869084,124.3831688971929,1.018337689772435,0.8809135807601951,0.3630183873590216,0.3306534193905447,0.37535284574135336,0.5502601613696504,4,100.0,273817.9457157197,0.8551373728664886,2.0581250889661655,10.065470989521451,100.0,16.56422864167179,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  40Δ/H@5Δ,eko_basket,3254,10000000.0,111489215.42559919,6508000.0,114362965.09402724,2873749.668428064,-15163210.157254923,31.038721573448065,102.57760327531035,0.10321905009365948,-0.3221067944518755,-2.0544101092730283,1.0205778365386429,-3.1684455407882517,-1.3426846309905183,4,50.0,-3365827.806033846,0.058663233470775684,1.0749671725340355,64.8028058780459,100.0,2.858020897357099,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  40Δ/H@10Δ,eko_basket,3254,10000000.0,79406109.18881163,6508000.0,90747860.86668761,11341751.677875979,-10146712.865748186,31.069452980946526,114.28322303376883,0.5383190706625365,0.17765941816116582,-1.2811385991013078,0.8501961256774808,4.785539289035696,-0.672536707516315,4,75.0,-1548793.3501195174,0.3459895492176542,1.4699447308960556,33.52237655074087,100.0,6.453595574677321,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  40Δ/H@15Δ,eko_basket,3254,10000000.0,55151407.96093481,6508000.0,68898593.2369622,13747185.276027389,-5887060.572121884,30.055316533497233,124.92626350675376,0.8946529798056454,0.5316210704811195,-0.856671293515687,0.8380198952687424,1.5763481581163263,-0.3063988247876229,4,75.0,-732206.8310174556,0.7228089123732783,1.9565881015678706,19.64497880255177,100.0,10.57160417947142,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  40Δ/H@25Δ,eko_basket,3254,10000000.0,23094956.42396432,6508000.0,26337091.55696287,3242135.1329985494,-2140796.601161357,20.71296865396435,114.03828209710052,0.5865126417762538,0.3934583303692504,-0.3653026072626666,0.594307543095125,1.5104713694519643,-0.20084921272587464,4,75.0,-132798.6407892654,0.46877443938602187,1.5798078420422677,6.357980380299019,100.0,23.325138291333744,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  35Δ/H@20Δ,eko_basket,3254,10000000.0,24209108.18181619,6508000.0,25974158.822488345,1765050.6406721496,-2442843.7135890443,19.11493546404425,107.29085362176993,0.3364636805950075,0.21935169639253763,-0.29319097476439626,0.30175428463453774,1.375664239653464,-0.08240258824200011,4,75.0,-142889.61152445458,0.22365041303049488,1.26247244574195,9.91977547043234,100.0,16.56422864167179,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  35Δ/H@5Δ,eko_basket,3254,10000000.0,88387042.90761724,6508000.0,84336584.95625895,-4050457.951358281,-14555449.304255825,26.67486170866626,95.4173622986891,-0.18373935975236247,-0.6463671722794186,-2.51116028937106,1.090339311796941,-1.686872970283827,-1.7367064840763597,4,50.0,-3274804.0727361133,-0.08613640248385704,0.8809737925886737,71.46899856763406,100.0,2.858020897357099,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  35Δ/H@10Δ,eko_basket,3254,10000000.0,59820859.535863325,6508000.0,63373358.78800781,3552499.2521444913,-8375688.464977046,25.90657652120467,105.93856270155185,0.2249291506619144,-0.19502854646965578,-1.842159600318814,0.9522009935276755,-4.8823672778375915,-1.1472295399973313,4,75.0,-1655762.460338782,0.13128699173091746,1.17505473000669,31.408008999210896,100.0,6.453595574677321,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  35Δ/H@15Δ,eko_basket,3254,10000000.0,39102264.248435244,6508000.0,44702721.075941674,5600456.827506434,-4628757.57371136,23.35586969883221,114.32258958694585,0.5183631066384722,0.04712524928596029,-1.666202365450653,1.019881010579845,21.641922876441765,-0.9727557612938847,4,75.0,-956151.632883824,0.3745132914181636,1.4856898880291778,17.750271208948067,100.0,10.57160417947142,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  35Δ/H@25Δ,eko_basket,3254,10000000.0,14158366.822799157,6508000.0,11777903.35070421,-2380463.4720949456,-2608983.785676016,13.429625076828518,83.18687810615492,-0.8951007475838791,-1.168581167274072,-2.240952003691228,0.7575142689122704,-0.64823419213516,-1.9260954361863423,4,0.0,-1144694.7417418305,-0.28242189251455385,0.5161307745847843,14.17927445672991,100.0,23.325138291333744,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  30Δ/H@20Δ,eko_basket,3254,10000000.0,14805039.828163832,6508000.0,11843752.52747542,-2961287.3006884125,-3506825.092045811,12.692071296865395,79.99811324347056,-1.1770047521533937,-1.2943251883032307,-1.9202340393731416,0.3918035747142861,-0.3027087614882262,-1.6861287630175168,4,0.0,-890527.2052831906,-0.26138138576186876,0.4337294882808877,20.77225701336325,100.0,16.56422864167179,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  30Δ/H@5Δ,eko_basket,3254,10000000.0,67786246.44794069,6508000.0,59284430.812320165,-8501815.635620534,-14532341.380818289,21.60417947141979,87.45790469140393,-0.5042166983838016,-1.049181183194428,-3.1995484609894898,1.2527364601795041,-1.1940134652103787,-2.3019176433739323,4,0.0,-3316039.6197654665,-0.18108576363601545,0.7108693321334568,78.99375335933954,100.0,2.858020897357099,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  30Δ/H@10Δ,eko_basket,3254,10000000.0,42933781.59885828,6508000.0,41121626.55722037,-1812155.0416379198,-7656648.76581023,20.405654578979718,95.77918605314257,-0.16311290260180886,-0.7146830967117246,-2.8009509623570517,1.2049113164829215,-1.6859378961483062,-1.919594413194646,4,25.0,-1660657.8503611267,-0.07325965073337687,0.89102396260367,34.83908328237955,100.0,6.453595574677321,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  30Δ/H@15Δ,eko_basket,3254,10000000.0,25949166.809288036,6508000.0,25807857.578598183,-141309.23068985227,-3454281.1242829417,17.701290719114933,99.4554382738822,-0.02062903667966486,-0.7804231368785927,-3.369263051223789,1.52908942680541,-1.9593081682857443,-2.309512563684003,4,25.0,-1084636.9174967173,-0.012662546986821227,0.9838123301517332,16.80576345656113,100.0,10.57160417947142,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  30Δ/H@25Δ,eko_basket,3254,10000000.0,8515841.63365544,6508000.0,3059590.066084748,-5456251.567570692,-5447827.007100582,6.484326982175784,35.92821705364914,-7.497425071488868,-7.284371247330104,-8.355898349743043,0.688423171258626,-0.09450687614403913,-7.97279441858873,4,0.0,-1792246.6451774184,-0.3100125638428162,0.007048270550519977,31.618286703284085,100.0,23.325138291333744,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  25Δ/H@20Δ,eko_basket,3254,10000000.0,8728828.012761734,6508000.0,2930396.2587658586,-5798431.753995875,-5789749.991976501,5.869698832206515,33.57147436610685,-7.666088706413125,-7.828754904356013,-8.513112851771382,1.1497715647820754,-0.14686518850428293,-8.978526469138089,4,0.0,-1858553.1746763175,-0.30999804609138604,0.005842432486159864,34.05425390788384,100.0,16.56422864167179,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
BASKET  Call-UO  6W  25Δ/H@5Δ,eko_basket,3254,10000000.0,49600022.73579045,6508000.0,38557396.58640978,-11042626.149380662,-13299856.223529303,16.318377381684083,77.7366510329994,-0.9140875154607322,-1.6394969249018416,-4.392656970562959,1.6035040409961725,-0.9780463852301375,-3.2430009658980143,4,0.0,-3963740.964894026,-0.2570003060255963,0.5437617170630058,78.1460253523963,100.0,2.858020897357099,,,,,4,"USDCNH,USDINR,USDSGD,USDTWD",stack
