bbg_ticker,csv_filename,pair,region,onshore_offshore,category,tenor,field,in_data,n_rows,first_date,last_date
CAD2M BGN Curncy,CAD2M BGN Curncy.csv,USDCAD,G10,,FWD_POINTS,2M,close,True,2706,2016-01-01,2026-05-15
CAD3M BGN Curncy,CAD3M BGN Curncy.csv,USDCAD,G10,,FWD_POINTS,3M,close,True,2706,2016-01-01,2026-05-15
CAD6M BGN Curncy,CAD6M BGN Curncy.csv,USDCAD,G10,,FWD_POINTS,6M,close,True,2706,2016-01-01,2026-05-15
CAD9M BGN Curncy,CAD9M BGN Curncy.csv,USDCAD,G10,,FWD_POINTS,9M,close,True,2706,2016-01-01,2026-05-15
CAD12M BGN Curncy,CAD12M BGN Curncy.csv,USDCAD,G10,,FWD_POINTS,12M,close,True,2706,2016-01-01,2026-05-15
USDCADV1W BGN Curncy,USDCADV1W BGN Curncy.csv,USDCAD,G10,,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDCAD25R1W BGN Curncy,USDCAD25R1W BGN Curncy.csv,USDCAD,G10,,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDCAD25B1W BGN Curncy,USDCAD25B1W BGN Curncy.csv,USDCAD,G10,,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDCAD10R1W BGN Curncy,USDCAD10R1W BGN Curncy.csv,USDCAD,G10,,VOL_RR_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDCAD10B1W BGN Curncy,USDCAD10B1W BGN Curncy.csv,USDCAD,G10,,VOL_BF_10D,1W,close,True,2704,2016-01-01,2026-05-15
USDCADV1M BGN Curncy,USDCADV1M BGN Curncy.csv,USDCAD,G10,,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDCAD25R1M BGN Curncy,USDCAD25R1M BGN Curncy.csv,USDCAD,G10,,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDCAD25B1M BGN Curncy,USDCAD25B1M BGN Curncy.csv,USDCAD,G10,,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDCAD10R1M BGN Curncy,USDCAD10R1M BGN Curncy.csv,USDCAD,G10,,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDCAD10B1M BGN Curncy,USDCAD10B1M BGN Curncy.csv,USDCAD,G10,,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDCADV2M BGN Curncy,USDCADV2M BGN Curncy.csv,USDCAD,G10,,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDCAD25R2M BGN Curncy,USDCAD25R2M BGN Curncy.csv,USDCAD,G10,,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDCAD25B2M BGN Curncy,USDCAD25B2M BGN Curncy.csv,USDCAD,G10,,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDCAD10R2M BGN Curncy,USDCAD10R2M BGN Curncy.csv,USDCAD,G10,,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDCAD10B2M BGN Curncy,USDCAD10B2M BGN Curncy.csv,USDCAD,G10,,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDCADV3M BGN Curncy,USDCADV3M BGN Curncy.csv,USDCAD,G10,,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDCAD25R3M BGN Curncy,USDCAD25R3M BGN Curncy.csv,USDCAD,G10,,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDCAD25B3M BGN Curncy,USDCAD25B3M BGN Curncy.csv,USDCAD,G10,,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDCAD10R3M BGN Curncy,USDCAD10R3M BGN Curncy.csv,USDCAD,G10,,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDCAD10B3M BGN Curncy,USDCAD10B3M BGN Curncy.csv,USDCAD,G10,,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDCADV6M BGN Curncy,USDCADV6M BGN Curncy.csv,USDCAD,G10,,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDCAD25R6M BGN Curncy,USDCAD25R6M BGN Curncy.csv,USDCAD,G10,,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDCAD25B6M BGN Curncy,USDCAD25B6M BGN Curncy.csv,USDCAD,G10,,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDCAD10R6M BGN Curncy,USDCAD10R6M BGN Curncy.csv,USDCAD,G10,,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDCAD10B6M BGN Curncy,USDCAD10B6M BGN Curncy.csv,USDCAD,G10,,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDCADV9M BGN Curncy,USDCADV9M BGN Curncy.csv,USDCAD,G10,,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDCAD25R9M BGN Curncy,USDCAD25R9M BGN Curncy.csv,USDCAD,G10,,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDCAD25B9M BGN Curncy,USDCAD25B9M BGN Curncy.csv,USDCAD,G10,,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDCAD10R9M BGN Curncy,USDCAD10R9M BGN Curncy.csv,USDCAD,G10,,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDCAD10B9M BGN Curncy,USDCAD10B9M BGN Curncy.csv,USDCAD,G10,,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDCADV1Y BGN Curncy,USDCADV1Y BGN Curncy.csv,USDCAD,G10,,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDCAD25R1Y BGN Curncy,USDCAD25R1Y BGN Curncy.csv,USDCAD,G10,,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDCAD25B1Y BGN Curncy,USDCAD25B1Y BGN Curncy.csv,USDCAD,G10,,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDCAD10R1Y BGN Curncy,USDCAD10R1Y BGN Curncy.csv,USDCAD,G10,,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDCAD10B1Y BGN Curncy,USDCAD10B1Y BGN Curncy.csv,USDCAD,G10,,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
CDSO1Z Curncy,CDSO1Z Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,1W,close,True,2538,2016-01-01,2026-05-15
CDSOA Curncy,CDSOA Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,1M,close,True,2642,2016-01-04,2026-05-15
CDSOB Curncy,CDSOB Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,2M,close,True,2659,2016-01-04,2026-05-15
CDSOC Curncy,CDSOC Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,3M,close,True,2636,2016-01-04,2026-05-15
CDSOF Curncy,CDSOF Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,6M,close,True,2653,2016-01-01,2026-05-15
CDSOI Curncy,CDSOI Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,9M,close,True,2646,2016-01-01,2026-05-15
CDSO1 Curncy,CDSO1 Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,1Y,close,True,2648,2016-01-04,2026-05-15
CDSO2 Curncy,CDSO2 Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,2Y,close,True,2619,2016-01-04,2026-05-15
CDSO5 Curncy,CDSO5 Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,5Y,close,True,2663,2016-01-01,2026-05-15
CDSO7 Curncy,CDSO7 Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,7Y,close,True,2062,2018-05-22,2026-05-15
CDSO10 Curncy,CDSO10 Curncy.csv,USDCAD,G10,,RATE_OIS_CAD,10Y,close,True,2678,2016-01-01,2026-05-15
GCAN2YR Index,GCAN2YR Index.csv,USDCAD,G10,,RATE_GOVT_CAD,2Y,close,True,2701,2016-01-01,2026-05-15
GCAN5YR Index,GCAN5YR Index.csv,USDCAD,G10,,RATE_GOVT_CAD,5Y,close,True,2701,2016-01-01,2026-05-15
GCAN7YR Index,GCAN7YR Index.csv,USDCAD,G10,,RATE_GOVT_CAD,7Y,close,True,2701,2016-01-01,2026-05-15
GCAN10YR Index,GCAN10YR Index.csv,USDCAD,G10,,RATE_GOVT_CAD,10Y,close,True,2701,2016-01-01,2026-05-15
NOK Curncy,NOK Curncy.csv,USDNOK,G10,,SPOT,,open,True,2705,2016-01-01,2026-05-15
NOK1W BGN Curncy,NOK1W BGN Curncy.csv,USDNOK,G10,,FWD_POINTS,1W,close,True,2705,2016-01-01,2026-05-15
NOK1M BGN Curncy,NOK1M BGN Curncy.csv,USDNOK,G10,,FWD_POINTS,1M,close,True,2701,2016-01-01,2026-05-15
NOK2M BGN Curncy,NOK2M BGN Curncy.csv,USDNOK,G10,,FWD_POINTS,2M,close,True,2706,2016-01-01,2026-05-15
NOK3M BGN Curncy,NOK3M BGN Curncy.csv,USDNOK,G10,,FWD_POINTS,3M,close,True,2705,2016-01-01,2026-05-15
NOK6M BGN Curncy,NOK6M BGN Curncy.csv,USDNOK,G10,,FWD_POINTS,6M,close,True,2706,2016-01-01,2026-05-15
NOK9M BGN Curncy,NOK9M BGN Curncy.csv,USDNOK,G10,,FWD_POINTS,9M,close,True,2698,2016-01-01,2026-05-15
NOK12M BGN Curncy,NOK12M BGN Curncy.csv,USDNOK,G10,,FWD_POINTS,12M,close,True,2706,2016-01-01,2026-05-15
USDNOKV1W BGN Curncy,USDNOKV1W BGN Curncy.csv,USDNOK,G10,,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDNOK25R1W BGN Curncy,USDNOK25R1W BGN Curncy.csv,USDNOK,G10,,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDNOK25B1W BGN Curncy,USDNOK25B1W BGN Curncy.csv,USDNOK,G10,,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDNOK10R1W BGN Curncy,USDNOK10R1W BGN Curncy.csv,USDNOK,G10,,VOL_RR_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDNOK10B1W BGN Curncy,USDNOK10B1W BGN Curncy.csv,USDNOK,G10,,VOL_BF_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDNOKV1M BGN Curncy,USDNOKV1M BGN Curncy.csv,USDNOK,G10,,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDNOK25R1M BGN Curncy,USDNOK25R1M BGN Curncy.csv,USDNOK,G10,,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDNOK25B1M BGN Curncy,USDNOK25B1M BGN Curncy.csv,USDNOK,G10,,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDNOK10R1M BGN Curncy,USDNOK10R1M BGN Curncy.csv,USDNOK,G10,,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDNOK10B1M BGN Curncy,USDNOK10B1M BGN Curncy.csv,USDNOK,G10,,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDNOKV2M BGN Curncy,USDNOKV2M BGN Curncy.csv,USDNOK,G10,,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDNOK25R2M BGN Curncy,USDNOK25R2M BGN Curncy.csv,USDNOK,G10,,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDNOK25B2M BGN Curncy,USDNOK25B2M BGN Curncy.csv,USDNOK,G10,,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDNOK10R2M BGN Curncy,USDNOK10R2M BGN Curncy.csv,USDNOK,G10,,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDNOK10B2M BGN Curncy,USDNOK10B2M BGN Curncy.csv,USDNOK,G10,,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDNOKV3M BGN Curncy,USDNOKV3M BGN Curncy.csv,USDNOK,G10,,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDNOK25R3M BGN Curncy,USDNOK25R3M BGN Curncy.csv,USDNOK,G10,,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDNOK25B3M BGN Curncy,USDNOK25B3M BGN Curncy.csv,USDNOK,G10,,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDNOK10R3M BGN Curncy,USDNOK10R3M BGN Curncy.csv,USDNOK,G10,,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDNOK10B3M BGN Curncy,USDNOK10B3M BGN Curncy.csv,USDNOK,G10,,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDNOKV6M BGN Curncy,USDNOKV6M BGN Curncy.csv,USDNOK,G10,,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDNOK25R6M BGN Curncy,USDNOK25R6M BGN Curncy.csv,USDNOK,G10,,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDNOK25B6M BGN Curncy,USDNOK25B6M BGN Curncy.csv,USDNOK,G10,,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDNOK10R6M BGN Curncy,USDNOK10R6M BGN Curncy.csv,USDNOK,G10,,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDNOK10B6M BGN Curncy,USDNOK10B6M BGN Curncy.csv,USDNOK,G10,,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDNOKV9M BGN Curncy,USDNOKV9M BGN Curncy.csv,USDNOK,G10,,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDNOK25R9M BGN Curncy,USDNOK25R9M BGN Curncy.csv,USDNOK,G10,,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDNOK25B9M BGN Curncy,USDNOK25B9M BGN Curncy.csv,USDNOK,G10,,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDNOK10R9M BGN Curncy,USDNOK10R9M BGN Curncy.csv,USDNOK,G10,,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDNOK10B9M BGN Curncy,USDNOK10B9M BGN Curncy.csv,USDNOK,G10,,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDNOKV1Y BGN Curncy,USDNOKV1Y BGN Curncy.csv,USDNOK,G10,,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDNOK25R1Y BGN Curncy,USDNOK25R1Y BGN Curncy.csv,USDNOK,G10,,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDNOK25B1Y BGN Curncy,USDNOK25B1Y BGN Curncy.csv,USDNOK,G10,,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDNOK10R1Y BGN Curncy,USDNOK10R1Y BGN Curncy.csv,USDNOK,G10,,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDNOK10B1Y BGN Curncy,USDNOK10B1Y BGN Curncy.csv,USDNOK,G10,,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
NOWA Index,NOWA Index.csv,USDNOK,G10,,RATE_OIS_NOK,ON,close,True,2606,2016-01-04,2026-05-13
NKS1W Curncy,NKS1W Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,1W,close,True,712,2023-07-12,2026-05-15
NKS1M Curncy,NKS1M Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,1M,close,True,1044,2022-04-25,2026-05-15
NKS2M Curncy,NKS2M Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,2M,close,True,1043,2022-04-25,2026-05-15
NKS3M Curncy,NKS3M Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,3M,close,True,1049,2022-04-25,2026-05-15
NKS6M Curncy,NKS6M Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,6M,close,True,1049,2022-04-25,2026-05-15
NKS9M Curncy,NKS9M Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,9M,close,True,1047,2022-04-25,2026-05-15
NKS1Y Curncy,NKS1Y Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,1Y,close,True,1048,2022-04-25,2026-05-15
NKS2Y Curncy,NKS2Y Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,2Y,close,True,950,2022-09-07,2026-05-15
NKS5Y Curncy,NKS5Y Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,5Y,close,True,953,2022-09-07,2026-05-15
NKS7Y Curncy,NKS7Y Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,7Y,close,True,952,2022-09-07,2026-05-15
NKS10Y Curncy,NKS10Y Curncy.csv,USDNOK,G10,,RATE_OIS_NOK,10Y,close,True,952,2022-09-07,2026-05-15
GNOR2YR Index,GNOR2YR Index.csv,USDNOK,G10,,RATE_GOVT_NOK,2Y,close,True,2033,2016-01-01,2026-05-15
GNOR5YR Index,GNOR5YR Index.csv,USDNOK,G10,,RATE_GOVT_NOK,5Y,close,True,2326,2016-02-18,2026-05-15
GNOR7YR Index,GNOR7YR Index.csv,USDNOK,G10,,RATE_GOVT_NOK,7Y,close,True,2334,2016-02-18,2026-05-15
GNOR10YR Index,GNOR10YR Index.csv,USDNOK,G10,,RATE_GOVT_NOK,10Y,close,True,2675,2016-01-01,2026-05-15
SEK Curncy,SEK Curncy.csv,USDSEK,G10,,SPOT,,open,True,2706,2016-01-01,2026-05-15
SEK1W BGN Curncy,SEK1W BGN Curncy.csv,USDSEK,G10,,FWD_POINTS,1W,close,True,2706,2016-01-01,2026-05-15
SEK1M BGN Curncy,SEK1M BGN Curncy.csv,USDSEK,G10,,FWD_POINTS,1M,close,True,2706,2016-01-01,2026-05-15
SEK2M BGN Curncy,SEK2M BGN Curncy.csv,USDSEK,G10,,FWD_POINTS,2M,close,True,2706,2016-01-01,2026-05-15
SEK3M BGN Curncy,SEK3M BGN Curncy.csv,USDSEK,G10,,FWD_POINTS,3M,close,True,2706,2016-01-01,2026-05-15
SEK6M BGN Curncy,SEK6M BGN Curncy.csv,USDSEK,G10,,FWD_POINTS,6M,close,True,2706,2016-01-01,2026-05-15
SEK9M BGN Curncy,SEK9M BGN Curncy.csv,USDSEK,G10,,FWD_POINTS,9M,close,True,2705,2016-01-01,2026-05-15
SEK12M BGN Curncy,SEK12M BGN Curncy.csv,USDSEK,G10,,FWD_POINTS,12M,close,True,2705,2016-01-01,2026-05-15
USDSEKV1W BGN Curncy,USDSEKV1W BGN Curncy.csv,USDSEK,G10,,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDSEK25R1W BGN Curncy,USDSEK25R1W BGN Curncy.csv,USDSEK,G10,,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDSEK25B1W BGN Curncy,USDSEK25B1W BGN Curncy.csv,USDSEK,G10,,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDSEK10R1W BGN Curncy,USDSEK10R1W BGN Curncy.csv,USDSEK,G10,,VOL_RR_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDSEK10B1W BGN Curncy,USDSEK10B1W BGN Curncy.csv,USDSEK,G10,,VOL_BF_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDSEKV1M BGN Curncy,USDSEKV1M BGN Curncy.csv,USDSEK,G10,,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDSEK25R1M BGN Curncy,USDSEK25R1M BGN Curncy.csv,USDSEK,G10,,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDSEK25B1M BGN Curncy,USDSEK25B1M BGN Curncy.csv,USDSEK,G10,,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDSEK10R1M BGN Curncy,USDSEK10R1M BGN Curncy.csv,USDSEK,G10,,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDSEK10B1M BGN Curncy,USDSEK10B1M BGN Curncy.csv,USDSEK,G10,,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDSEKV2M BGN Curncy,USDSEKV2M BGN Curncy.csv,USDSEK,G10,,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDSEK25R2M BGN Curncy,USDSEK25R2M BGN Curncy.csv,USDSEK,G10,,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDSEK25B2M BGN Curncy,USDSEK25B2M BGN Curncy.csv,USDSEK,G10,,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDSEK10R2M BGN Curncy,USDSEK10R2M BGN Curncy.csv,USDSEK,G10,,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDSEK10B2M BGN Curncy,USDSEK10B2M BGN Curncy.csv,USDSEK,G10,,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDSEKV3M BGN Curncy,USDSEKV3M BGN Curncy.csv,USDSEK,G10,,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDSEK25R3M BGN Curncy,USDSEK25R3M BGN Curncy.csv,USDSEK,G10,,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDSEK25B3M BGN Curncy,USDSEK25B3M BGN Curncy.csv,USDSEK,G10,,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDSEK10R3M BGN Curncy,USDSEK10R3M BGN Curncy.csv,USDSEK,G10,,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDSEK10B3M BGN Curncy,USDSEK10B3M BGN Curncy.csv,USDSEK,G10,,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDSEKV6M BGN Curncy,USDSEKV6M BGN Curncy.csv,USDSEK,G10,,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDSEK25R6M BGN Curncy,USDSEK25R6M BGN Curncy.csv,USDSEK,G10,,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDSEK25B6M BGN Curncy,USDSEK25B6M BGN Curncy.csv,USDSEK,G10,,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDSEK10R6M BGN Curncy,USDSEK10R6M BGN Curncy.csv,USDSEK,G10,,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDSEK10B6M BGN Curncy,USDSEK10B6M BGN Curncy.csv,USDSEK,G10,,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDSEKV9M BGN Curncy,USDSEKV9M BGN Curncy.csv,USDSEK,G10,,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDSEK25R9M BGN Curncy,USDSEK25R9M BGN Curncy.csv,USDSEK,G10,,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDSEK25B9M BGN Curncy,USDSEK25B9M BGN Curncy.csv,USDSEK,G10,,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDSEK10R9M BGN Curncy,USDSEK10R9M BGN Curncy.csv,USDSEK,G10,,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDSEK10B9M BGN Curncy,USDSEK10B9M BGN Curncy.csv,USDSEK,G10,,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDSEKV1Y BGN Curncy,USDSEKV1Y BGN Curncy.csv,USDSEK,G10,,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDSEK25R1Y BGN Curncy,USDSEK25R1Y BGN Curncy.csv,USDSEK,G10,,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDSEK25B1Y BGN Curncy,USDSEK25B1Y BGN Curncy.csv,USDSEK,G10,,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDSEK10R1Y BGN Curncy,USDSEK10R1Y BGN Curncy.csv,USDSEK,G10,,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDSEK10B1Y BGN Curncy,USDSEK10B1Y BGN Curncy.csv,USDSEK,G10,,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
SKSWS1Z Curncy,SKSWS1Z Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,1W,close,True,472,2024-07-05,2026-05-15
SKSWSA Curncy,SKSWSA Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,1M,close,True,900,2022-10-24,2026-05-15
SKSWSB Curncy,SKSWSB Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,2M,close,True,904,2022-10-21,2026-05-15
SKSWSC Curncy,SKSWSC Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,3M,close,True,905,2022-10-21,2026-05-15
SKSWSF Curncy,SKSWSF Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,6M,close,True,907,2022-10-21,2026-05-15
SKSWSI Curncy,SKSWSI Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,9M,close,True,895,2022-10-21,2026-05-15
SKSWS1 Curncy,SKSWS1 Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,1Y,close,True,908,2022-10-21,2026-05-15
SKSWS2 Curncy,SKSWS2 Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,2Y,close,True,909,2022-10-21,2026-05-15
SKSWS5 Curncy,SKSWS5 Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,5Y,close,True,911,2022-10-21,2026-05-15
SKSWS7 Curncy,SKSWS7 Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,7Y,close,True,911,2022-10-21,2026-05-15
SKSWS10 Curncy,SKSWS10 Curncy.csv,USDSEK,G10,,RATE_OIS_SEK,10Y,close,True,910,2022-10-21,2026-05-15
GSGB2YR Index,GSGB2YR Index.csv,USDSEK,G10,,RATE_GOVT_SEK,2Y,close,True,2678,2016-01-01,2026-05-15
GSGB5YR Index,GSGB5YR Index.csv,USDSEK,G10,,RATE_GOVT_SEK,5Y,close,True,2580,2016-01-01,2026-05-15
GSGB7YR Index,GSGB7YR Index.csv,USDSEK,G10,,RATE_GOVT_SEK,7Y,close,True,2064,2016-01-01,2026-05-15
GSGB10YR Index,GSGB10YR Index.csv,USDSEK,G10,,RATE_GOVT_SEK,10Y,close,True,2680,2016-01-01,2026-05-15
DXY Curncy,DXY Curncy.csv,DXY,REF,,SPOT,,open,True,2696,2016-01-01,2026-05-15
CNH Curncy,CNH Curncy.csv,USDCNH,EM_ASIA,,SPOT,,open,True,2704,2016-01-01,2026-05-15
CNH1W BGN Curncy,CNH1W BGN Curncy.csv,USDCNH,EM_ASIA,,FWD_POINTS,1W,close,True,2697,2016-01-01,2026-05-15
CNH1M BGN Curncy,CNH1M BGN Curncy.csv,USDCNH,EM_ASIA,,FWD_POINTS,1M,close,True,2701,2016-01-01,2026-05-15
CNH2M BGN Curncy,CNH2M BGN Curncy.csv,USDCNH,EM_ASIA,,FWD_POINTS,2M,close,True,2704,2016-01-01,2026-05-15
CNH3M BGN Curncy,CNH3M BGN Curncy.csv,USDCNH,EM_ASIA,,FWD_POINTS,3M,close,True,2705,2016-01-01,2026-05-15
CNH6M BGN Curncy,CNH6M BGN Curncy.csv,USDCNH,EM_ASIA,,FWD_POINTS,6M,close,True,2704,2016-01-01,2026-05-15
CNH9M BGN Curncy,CNH9M BGN Curncy.csv,USDCNH,EM_ASIA,,FWD_POINTS,9M,close,True,2705,2016-01-01,2026-05-15
CNH12M BGN Curncy,CNH12M BGN Curncy.csv,USDCNH,EM_ASIA,,FWD_POINTS,12M,close,True,2703,2016-01-01,2026-05-15
USDCNHV1W BGN Curncy,USDCNHV1W BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
