bbg_ticker,csv_filename,pair,region,onshore_offshore,category,tenor,field,in_data,n_rows,first_date,last_date
PHPORRA Curncy,PHPORRA Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,1M,close,True,387,2024-10-15,2026-05-15
PHPORRB Curncy,PHPORRB Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,2M,close,True,387,2024-10-15,2026-05-15
PHPORRC Curncy,PHPORRC Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,3M,close,True,382,2024-10-15,2026-05-15
PHPORRF Curncy,PHPORRF Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,6M,close,True,381,2024-10-15,2026-05-15
PHPORRI Curncy,PHPORRI Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,9M,close,True,382,2024-10-15,2026-05-15
PHPORR1 Curncy,PHPORR1 Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,1Y,close,True,388,2024-10-15,2026-05-15
PHPORR2 Curncy,PHPORR2 Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,2Y,close,True,388,2024-10-15,2026-05-15
PHPORR5 Curncy,PHPORR5 Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,5Y,close,True,389,2024-10-15,2026-05-15
PHPORR7 Curncy,PHPORR7 Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,7Y,close,True,338,2024-10-15,2026-05-15
PHPORR10 Curncy,PHPORR10 Curncy.csv,USDPHP,EM_ASIA,onshore,RATE_OIS_PHP_ONSHORE,10Y,close,True,341,2024-10-15,2026-05-15
GTPHP1Y Govt,GTPHP1Y Govt.csv,USDPHP,EM_ASIA,,RATE_GOVT_PHP,1Y,close,True,310,2019-01-24,2026-05-15
GTPHP2Y Govt,GTPHP2Y Govt.csv,USDPHP,EM_ASIA,,RATE_GOVT_PHP,2Y,close,True,995,2016-10-28,2026-05-05
GTPHP5Y Govt,GTPHP5Y Govt.csv,USDPHP,EM_ASIA,,RATE_GOVT_PHP,5Y,close,True,1434,2016-11-15,2026-05-15
GTPHP7Y Govt,GTPHP7Y Govt.csv,USDPHP,EM_ASIA,,RATE_GOVT_PHP,7Y,close,True,770,2016-11-15,2023-12-29
GTPHP10Y Govt,GTPHP10Y Govt.csv,USDPHP,EM_ASIA,,RATE_GOVT_PHP,10Y,close,True,972,2016-11-15,2026-05-15
KRW Curncy,KRW Curncy.csv,USDKRW,EM_ASIA,,SPOT,,open,True,2548,2016-01-01,2026-05-15
KWO1W BGN Curncy,KWO1W BGN Curncy.csv,USDKRW,EM_ASIA,onshore,FWD_POINTS,1W,close,True,2135,2016-01-04,2026-05-15
KWN1W BGN Curncy,KWN1W BGN Curncy.csv,USDKRW,EM_ASIA,offshore,FWD_POINTS,1W,close,True,2669,2016-01-04,2026-05-15
KWO1M BGN Curncy,KWO1M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,FWD_POINTS,1M,close,True,2338,2016-01-04,2026-05-15
KWN1M BGN Curncy,KWN1M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,FWD_POINTS,1M,close,True,2638,2016-01-04,2026-05-15
KWO2M BGN Curncy,KWO2M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,FWD_POINTS,2M,close,True,2426,2016-01-04,2026-05-15
KWN2M BGN Curncy,KWN2M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,FWD_POINTS,2M,close,True,2609,2016-01-04,2026-05-15
KWO3M BGN Curncy,KWO3M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,FWD_POINTS,3M,close,True,2326,2016-01-04,2026-05-15
KWN3M BGN Curncy,KWN3M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,FWD_POINTS,3M,close,True,2614,2016-01-04,2026-05-15
KWO6M BGN Curncy,KWO6M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,FWD_POINTS,6M,close,True,2369,2016-01-04,2026-05-15
KWN6M BGN Curncy,KWN6M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,FWD_POINTS,6M,close,True,2647,2016-01-04,2026-05-15
KWO9M BGN Curncy,KWO9M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,FWD_POINTS,9M,close,True,1045,2016-01-04,2026-05-15
KWN9M BGN Curncy,KWN9M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,FWD_POINTS,9M,close,True,2657,2016-01-04,2026-05-15
KWO12M BGN Curncy,KWO12M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,FWD_POINTS,12M,close,True,2417,2016-01-04,2026-05-15
KWN12M BGN Curncy,KWN12M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,FWD_POINTS,12M,close,True,2631,2016-01-04,2026-05-15
USDKRWOV1W BGN Curncy,USDKRWOV1W BGN Curncy.csv,USDKRW,EM_ASIA,onshore,VOL_ATM,1W,close,True,2230,2017-10-30,2026-05-15
USDKRWOV1M BGN Curncy,USDKRWOV1M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,VOL_ATM,1M,close,True,2230,2017-10-30,2026-05-15
USDKRWOV2M BGN Curncy,USDKRWOV2M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,VOL_ATM,2M,close,True,2230,2017-10-30,2026-05-15
USDKRWOV3M BGN Curncy,USDKRWOV3M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,VOL_ATM,3M,close,True,2230,2017-10-30,2026-05-15
USDKRWOV6M BGN Curncy,USDKRWOV6M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,VOL_ATM,6M,close,True,2230,2017-10-30,2026-05-15
USDKRWOV9M BGN Curncy,USDKRWOV9M BGN Curncy.csv,USDKRW,EM_ASIA,onshore,VOL_ATM,9M,close,True,2230,2017-10-30,2026-05-15
USDKRWOV1Y BGN Curncy,USDKRWOV1Y BGN Curncy.csv,USDKRW,EM_ASIA,onshore,VOL_ATM,1Y,close,True,2230,2017-10-30,2026-05-15
USDKRWV1W BGN Curncy,USDKRWV1W BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDKRW25R1W BGN Curncy,USDKRW25R1W BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDKRW25B1W BGN Curncy,USDKRW25B1W BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDKRW10R1W BGN Curncy,USDKRW10R1W BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDKRW10B1W BGN Curncy,USDKRW10B1W BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDKRWV1M BGN Curncy,USDKRWV1M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDKRW25R1M BGN Curncy,USDKRW25R1M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDKRW25B1M BGN Curncy,USDKRW25B1M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_25D,1M,close,True,2703,2016-01-01,2026-05-15
USDKRW10R1M BGN Curncy,USDKRW10R1M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDKRW10B1M BGN Curncy,USDKRW10B1M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDKRWV2M BGN Curncy,USDKRWV2M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDKRW25R2M BGN Curncy,USDKRW25R2M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDKRW25B2M BGN Curncy,USDKRW25B2M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDKRW10R2M BGN Curncy,USDKRW10R2M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDKRW10B2M BGN Curncy,USDKRW10B2M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDKRWV3M BGN Curncy,USDKRWV3M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDKRW25R3M BGN Curncy,USDKRW25R3M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDKRW25B3M BGN Curncy,USDKRW25B3M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDKRW10R3M BGN Curncy,USDKRW10R3M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDKRW10B3M BGN Curncy,USDKRW10B3M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDKRWV6M BGN Curncy,USDKRWV6M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDKRW25R6M BGN Curncy,USDKRW25R6M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDKRW25B6M BGN Curncy,USDKRW25B6M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDKRW10R6M BGN Curncy,USDKRW10R6M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDKRW10B6M BGN Curncy,USDKRW10B6M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDKRWV9M BGN Curncy,USDKRWV9M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDKRW25R9M BGN Curncy,USDKRW25R9M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDKRW25B9M BGN Curncy,USDKRW25B9M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDKRW10R9M BGN Curncy,USDKRW10R9M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDKRW10B9M BGN Curncy,USDKRW10B9M BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDKRWV1Y BGN Curncy,USDKRWV1Y BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDKRW25R1Y BGN Curncy,USDKRW25R1Y BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDKRW25B1Y BGN Curncy,USDKRW25B1Y BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDKRW10R1Y BGN Curncy,USDKRW10R1Y BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDKRW10B1Y BGN Curncy,USDKRW10B1Y BGN Curncy.csv,USDKRW,EM_ASIA,offshore,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
KWCDC Curncy,KWCDC Curncy.csv,USDKRW,EM_ASIA,onshore,RATE_IRS_KRW_ONSHORE,ON,close,True,2554,2016-01-04,2026-05-15
KWSWOF Curncy,KWSWOF Curncy.csv,USDKRW,EM_ASIA,onshore,RATE_IRS_KRW_ONSHORE,6M,close,True,2583,2016-01-04,2026-05-15
KWSWOI Curncy,KWSWOI Curncy.csv,USDKRW,EM_ASIA,onshore,RATE_IRS_KRW_ONSHORE,9M,close,True,2581,2016-01-04,2026-05-15
KWSWO1 Curncy,KWSWO1 Curncy.csv,USDKRW,EM_ASIA,onshore,RATE_IRS_KRW_ONSHORE,1Y,close,True,2598,2016-01-04,2026-05-15
KWSWO2 Curncy,KWSWO2 Curncy.csv,USDKRW,EM_ASIA,onshore,RATE_IRS_KRW_ONSHORE,2Y,close,True,2595,2016-01-04,2026-05-15
KWSWO5 Curncy,KWSWO5 Curncy.csv,USDKRW,EM_ASIA,onshore,RATE_IRS_KRW_ONSHORE,5Y,close,True,2597,2016-01-04,2026-05-15
KWSWO7 Curncy,KWSWO7 Curncy.csv,USDKRW,EM_ASIA,onshore,RATE_IRS_KRW_ONSHORE,7Y,close,True,2574,2016-01-04,2026-05-15
KWSWO10 Curncy,KWSWO10 Curncy.csv,USDKRW,EM_ASIA,onshore,RATE_IRS_KRW_ONSHORE,10Y,close,True,2595,2016-01-04,2026-05-15
KWSWNIF Curncy,KWSWNIF Curncy.csv,USDKRW,EM_ASIA,offshore,RATE_IRS_KRW_OFFSHORE,6M,close,True,2625,2016-01-01,2026-05-15
KWSWNII Curncy,KWSWNII Curncy.csv,USDKRW,EM_ASIA,offshore,RATE_IRS_KRW_OFFSHORE,9M,close,True,2624,2016-01-01,2026-05-15
KWSWNI1 Curncy,KWSWNI1 Curncy.csv,USDKRW,EM_ASIA,offshore,RATE_IRS_KRW_OFFSHORE,1Y,close,True,2526,2016-01-04,2026-05-15
KWSWNI2 Curncy,KWSWNI2 Curncy.csv,USDKRW,EM_ASIA,offshore,RATE_IRS_KRW_OFFSHORE,2Y,close,True,2606,2016-01-04,2026-05-15
KWSWNI5 Curncy,KWSWNI5 Curncy.csv,USDKRW,EM_ASIA,offshore,RATE_IRS_KRW_OFFSHORE,5Y,close,True,2622,2016-01-01,2026-05-15
KWSWNI7 Curncy,KWSWNI7 Curncy.csv,USDKRW,EM_ASIA,offshore,RATE_IRS_KRW_OFFSHORE,7Y,close,True,2597,2016-01-04,2026-05-15
KWSWNI10 Curncy,KWSWNI10 Curncy.csv,USDKRW,EM_ASIA,offshore,RATE_IRS_KRW_OFFSHORE,10Y,close,True,2603,2016-01-04,2026-05-15
GVSK2YR Index,GVSK2YR Index.csv,USDKRW,EM_ASIA,,RATE_GOVT_KRW,2Y,close,True,2553,2016-01-04,2026-05-15
GVSK5YR Index,GVSK5YR Index.csv,USDKRW,EM_ASIA,,RATE_GOVT_KRW,5Y,close,True,2553,2016-01-04,2026-05-15
GVSK10YR Index,GVSK10YR Index.csv,USDKRW,EM_ASIA,,RATE_GOVT_KRW,10Y,close,True,2553,2016-01-04,2026-05-15
THB Curncy,THB Curncy.csv,USDTHB,EM_ASIA,,SPOT,,open,True,2532,2016-01-01,2026-05-15
TBO1W BGN Curncy,TBO1W BGN Curncy.csv,USDTHB,EM_ASIA,onshore,FWD_POINTS,1W,close,True,2293,2016-01-01,2026-05-15
THB1W BGN Curncy,THB1W BGN Curncy.csv,USDTHB,EM_ASIA,offshore,FWD_POINTS,1W,close,True,2680,2016-01-01,2026-05-15
TBO1M BGN Curncy,TBO1M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,FWD_POINTS,1M,close,True,2561,2016-01-01,2026-05-15
THB1M BGN Curncy,THB1M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,FWD_POINTS,1M,close,True,2672,2016-01-01,2026-05-15
TBO2M BGN Curncy,TBO2M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,FWD_POINTS,2M,close,True,2522,2016-01-01,2026-05-15
THB2M BGN Curncy,THB2M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,FWD_POINTS,2M,close,True,2664,2016-01-01,2026-05-15
TBO3M BGN Curncy,TBO3M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,FWD_POINTS,3M,close,True,2556,2016-01-01,2026-05-15
THB3M BGN Curncy,THB3M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,FWD_POINTS,3M,close,True,2695,2016-01-01,2026-05-15
TBO6M BGN Curncy,TBO6M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,FWD_POINTS,6M,close,True,2530,2016-01-01,2026-05-15
THB6M BGN Curncy,THB6M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,FWD_POINTS,6M,close,True,2688,2016-01-01,2026-05-15
TBO9M BGN Curncy,TBO9M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,FWD_POINTS,9M,close,True,2547,2016-01-01,2026-05-15
THB9M BGN Curncy,THB9M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,FWD_POINTS,9M,close,True,2682,2016-01-01,2026-05-15
TBO12M BGN Curncy,TBO12M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,FWD_POINTS,12M,close,True,2551,2016-01-01,2026-05-15
THB12M BGN Curncy,THB12M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,FWD_POINTS,12M,close,True,2695,2016-01-01,2026-05-15
USDTHBOV1W BGN Curncy,USDTHBOV1W BGN Curncy.csv,USDTHB,EM_ASIA,onshore,VOL_ATM,1W,close,True,2128,2016-01-01,2026-05-15
USDTHBOV1M BGN Curncy,USDTHBOV1M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,VOL_ATM,1M,close,True,2130,2016-01-01,2026-05-15
USDTHBOV2M BGN Curncy,USDTHBOV2M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,VOL_ATM,2M,close,True,2130,2016-01-01,2026-05-15
USDTHBOV3M BGN Curncy,USDTHBOV3M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,VOL_ATM,3M,close,True,2129,2016-01-01,2026-05-15
USDTHBOV6M BGN Curncy,USDTHBOV6M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,VOL_ATM,6M,close,True,2129,2016-01-01,2026-05-15
USDTHBOV9M BGN Curncy,USDTHBOV9M BGN Curncy.csv,USDTHB,EM_ASIA,onshore,VOL_ATM,9M,close,True,2129,2016-01-01,2026-05-15
USDTHBOV1Y BGN Curncy,USDTHBOV1Y BGN Curncy.csv,USDTHB,EM_ASIA,onshore,VOL_ATM,1Y,close,True,2126,2016-01-01,2026-05-15
USDTHBV1W BGN Curncy,USDTHBV1W BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDTHB25R1W BGN Curncy,USDTHB25R1W BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDTHB25B1W BGN Curncy,USDTHB25B1W BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_25D,1W,close,True,2686,2016-01-01,2026-05-15
USDTHB10R1W BGN Curncy,USDTHB10R1W BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_10D,1W,close,True,2686,2016-01-01,2026-05-15
USDTHB10B1W BGN Curncy,USDTHB10B1W BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_10D,1W,close,True,2686,2016-01-01,2026-05-15
USDTHBV1M BGN Curncy,USDTHBV1M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDTHB25R1M BGN Curncy,USDTHB25R1M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDTHB25B1M BGN Curncy,USDTHB25B1M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDTHB10R1M BGN Curncy,USDTHB10R1M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDTHB10B1M BGN Curncy,USDTHB10B1M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDTHBV2M BGN Curncy,USDTHBV2M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDTHB25R2M BGN Curncy,USDTHB25R2M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDTHB25B2M BGN Curncy,USDTHB25B2M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDTHB10R2M BGN Curncy,USDTHB10R2M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDTHB10B2M BGN Curncy,USDTHB10B2M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDTHBV3M BGN Curncy,USDTHBV3M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDTHB25R3M BGN Curncy,USDTHB25R3M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDTHB25B3M BGN Curncy,USDTHB25B3M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDTHB10R3M BGN Curncy,USDTHB10R3M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDTHB10B3M BGN Curncy,USDTHB10B3M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDTHBV6M BGN Curncy,USDTHBV6M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDTHB25R6M BGN Curncy,USDTHB25R6M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDTHB25B6M BGN Curncy,USDTHB25B6M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDTHB10R6M BGN Curncy,USDTHB10R6M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDTHB10B6M BGN Curncy,USDTHB10B6M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDTHBV9M BGN Curncy,USDTHBV9M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDTHB25R9M BGN Curncy,USDTHB25R9M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDTHB25B9M BGN Curncy,USDTHB25B9M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDTHB10R9M BGN Curncy,USDTHB10R9M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDTHB10B9M BGN Curncy,USDTHB10B9M BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDTHBV1Y BGN Curncy,USDTHBV1Y BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDTHB25R1Y BGN Curncy,USDTHB25R1Y BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDTHB25B1Y BGN Curncy,USDTHB25B1Y BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDTHB10R1Y BGN Curncy,USDTHB10R1Y BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDTHB10B1Y BGN Curncy,USDTHB10B1Y BGN Curncy.csv,USDTHB,EM_ASIA,offshore,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
TTHORON Index,TTHORON Index.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,ON,close,True,2519,2016-01-04,2026-05-15
TBSWI1Z Curncy,TBSWI1Z Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,1W,close,True,1173,2020-09-04,2026-05-15
TBSWIA Curncy,TBSWIA Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,1M,close,True,1260,2020-09-04,2026-05-15
TBSWIB Curncy,TBSWIB Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,2M,close,True,1277,2020-09-04,2026-05-15
TBSWIC Curncy,TBSWIC Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,3M,close,True,1370,2020-09-04,2026-05-15
TBSWIF Curncy,TBSWIF Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,6M,close,True,1397,2020-09-04,2026-05-15
TBSWII Curncy,TBSWII Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,9M,close,True,1387,2020-09-04,2026-05-15
TBSWI1 Curncy,TBSWI1 Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,1Y,close,True,1404,2020-09-04,2026-05-15
TBSWI2 Curncy,TBSWI2 Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,2Y,close,True,1397,2020-09-04,2026-05-15
TBSWI5 Curncy,TBSWI5 Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,5Y,close,True,1384,2020-09-04,2026-05-15
TBSWI7 Curncy,TBSWI7 Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,7Y,close,True,1361,2020-09-04,2026-05-15
TBSWI10 Curncy,TBSWI10 Curncy.csv,USDTHB,EM_ASIA,onshore,RATE_OIS_THB_ONSHORE,10Y,close,True,1352,2020-09-04,2026-05-15
TBSWHA Curncy,TBSWHA Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,1M,close,True,951,2022-04-27,2026-05-15
TBSWHB Curncy,TBSWHB Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,2M,close,True,962,2022-04-27,2026-05-15
TBSWHC Curncy,TBSWHC Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,3M,close,True,996,2022-04-27,2026-05-15
